Room,Door,Lead to,Logic,Status,Comment,Aloha Suggested (Enhanced version),notes,TODO comments (delete when DONE)
Paradise 18,Paradise18Lower,Paradise19Upper,Paradise18Upper + dive,Not Labbed,,N/A,,
Paradise 18,Paradise18Upper,Paradise07Lower,Paradise18Lower + dive,Not Labbed,,N/A,,
Paradise 19,Paradise19Left,Paradise02LowerRight,Paradise19Upper + TORRENT,Not Labbed,,N/A,,
Paradise 19,Paradise19Lower,Paradise32HiddenUpper,None,Not Labbed,,N/A,,
Paradise 19,Paradise19Upper,Paradise18Lower,Paradise19Left + TORRENT + Paradise19Center_Lever,Not Labbed,,N/A,,
Paradise 20,Paradise20CenterLeft,Paradise05Right,"Paradise20LowerLeft + (high_jump | wall_grab + dodge | WALL_DASH)
| Paradise20LowerRight + (high_jump | WALL_DASH | (double_jump | wall_grab) + dodge)
| Paradise20CenterRight + (high_jump | double_jump | dodge | WALL_DASH) 
| Paradise20UpperRight + (high_jump | wall_grab | dodge | double_jump)
| Paradise20UpperLeft",Not Labbed,,,,
Paradise 20,Paradise20CenterRight,Paradise24Left,"Paradise20CenterLeft + (high_jump | double_jump + wall_grab)
| (Paradise20LowerLeft | Paradise20LowerRight) + (high_jump | wall_grab + double_jump + (dodge | wall_charge)) 
| Paradise20UpperLeft + (high_jump | double_jump | dodge | wall_grab)
| Paradise20UpperRight",Not Labbed,,,,
Paradise 20,Paradise20LowerLeft,Paradise21Right,Paradise20CenterLeft | Paradise20UpperLeft | Paradise20LowerRight | Paradise20CenterRight | Paradise20UpperRight,Not Labbed,,N/A,,
Paradise 20,Paradise20LowerRight,Paradise23Left,"Paradise20LowerLeft + (high_jump | wall_grab) 
| Paradise20CenterLeft + (high_jump | wall_grab | dodge | double_jump)
| Paradise20UpperLeft | Paradise20UpperRight | Paradise20CenterRight",Not Labbed,,,,
Paradise 20,Paradise20UpperLeft,Paradise22Right,"(Paradise20LowerLeft | Paradise20LowerRight) + (high_jump | wall_grab + double_jump + (dodge | wall_charge))
| (Paradise20CenterRight | Paradise20CenterLeft) + (high_jump | wall_grab + double_jump) 
| Paradise20UpperRight + (high_jump | dodge | WALL_DASH | double_jump + wall_grab)",Not Labbed,,,,
Paradise 20,Paradise20UpperRight,Paradise27Left,"(Paradise20LowerLeft | Paradise20LowerRight) + (high_jump | wall_grab + double_jump + (dodge | wall_charge))
| (Paradise20CenterRight | Paradise20CenterLeft) + (high_jump | wall_grab + double_jump + (dodge | wall_charge)) 
| Paradise20UpperLeft + (high_jump | dodge | WALL_DASH)",Not Labbed,,,,
Paradise 21,Paradise21Right,Paradise20LowerLeft,None,Not Labbed,,N/A,,
Paradise 22,Paradise22Right,Paradise20UpperLeft,None,Not Labbed,,N/A,,
Paradise 23,Paradise23Left,Paradise20LowerRight,None,Not Labbed,,N/A,,
Paradise 24,Paradise24Left,Paradise20CenterRight,None,Not Labbed,,N/A,,
Paradise 25,Paradise25HiddenLower,Paradise26Upper,Paradise25Right,Not Labbed,,N/A,,
Paradise 25,Paradise25Right,Paradise28CenterLeft,Paradise25HiddenLower,Not Labbed,,N/A,,
Paradise 26,Paradise26Upper,Paradise25HiddenLower,None,Not Labbed,,N/A,,
Paradise 27,Paradise27Left,Paradise20UpperRight,Paradise27Right,Not Labbed,,N/A,,
Paradise 27,Paradise27Right,Paradise28UpperLeft,Paradise27Left,Not Labbed,,N/A,,
Paradise 28,Paradise28CenterLeft,Paradise25Right,"Paradise28UpperLeft 
| Paradise28UpperRight + (high_jump | dodge | double_jump | WALL_DASH)
| Paradise28CenterRight + (high_jump | wall_grab + (dodge | double_jump))
| Paradise28LowerRight + (high_jump | wall_grab + double_jump)",Not Labbed,,,,
Paradise 28,Paradise28CenterRight,Paradise31Left,"Paradise28UpperRight 
| (Paradise28UpperLeft | Paradise28CenterLeft) + (high_jump | wall_grab | dodge | double_jump)
| Paradise28LowerRight + (high_jump | double_jump + dodge | wall_grab + (double_jump | dodge | wall_charge))",Not Labbed,,,,
Paradise 28,Paradise28LowerRight,Paradise30Left,Paradise28UpperLeft | Paradise28UpperRight | Paradise28CenterLeft | Paradise28CenterRight,Not Labbed,,N/A,,
Paradise 28,Paradise28UpperLeft,Paradise27Right,"(Paradise28CenterLeft | Paradise28CenterRight | Paradise28LowerRight) + (high_jump | wall_grab + double_jump + (dodge | wall_charge))
| Paradise28UpperRight + (high_jump | double_jump + (dodge | WALL_DASH))",Not Labbed,,,,
Paradise 28,Paradise28UpperRight,Paradise29Left,"Paradise28UpperLeft + (double_jump | dodge | WALL_DASH | high_jump) 
| (Paradise28CenterLeft | Paradise28CenterRight | Paradise28LowerRight) + (high_jump | wall_grab + double_jump + (dodge | wall_charge)) ",Not Labbed,,,,
Paradise 29,Paradise29Left,Paradise28UpperRight,None,Not Labbed,,N/A,,
Paradise 30,Paradise30Left,Paradise28LowerRight,None,Not Labbed,,N/A,,
Paradise 31,Paradise31Left,Paradise28CenterRight,Paradise31Right,Not Labbed,,N/A,,
Paradise 31,Paradise31Right,Paradise32Left,Paradise31Left,Not Labbed,,N/A,,
Paradise 32,Paradise32HiddenUpper,Paradise19Lower,(Paradise32Left | Paradise32Lower | Paradise32Right) + (high_jump | hook + dodge + wall_grab),Not Labbed,,,,
Paradise 32,Paradise32Left,Paradise31Right,Paradise32HiddenUpper | Paradise32Lower | Paradise32Right,Not Labbed,,N/A,,
Paradise 32,Paradise32Lower,Paradise34Upper,(Paradise32HiddenUpper | Paradise32Left | Paradise32Right) + TORRENT,Not Labbed,,N/A,,
Paradise 32,Paradise32Right,Paradise33Left,(Paradise32HiddenUpper | Paradise32Lower | Paradise32Left) + (high_jump + dodge + (double_jump | wall_grab) | hook + (double_jump | dodge)),Not Labbed,,,,
Paradise 33,Paradise33Left,Paradise32Right,Paradise33Upper,Not Labbed,,N/A,,
Paradise 33,Paradise33Upper,Paradise03Lower,Paradise33Left + (high_jump + dodge | wall_grab + dodge + double_jump),Not Labbed,,,,
Paradise 34,Paradise34Upper,Paradise32Lower,None,Not Labbed,,N/A,,
Quarry 1,Quarry01Left,Quarry02Right,Quarry01Right + key_lower,Not Labbed,,N/A,,
Quarry 1,Quarry01Right,Ruins08Left,Quarry01Left + (high_jump | double_jump | wall_grab | RONIN | REIBOLG + (dodge | STALL) | STALL + (dodge | grav)) + key_lower,Unsure,"probably dodge | stall + leg enhancement

there is also pile_attack + (STALL | dodge)",Finished,yes tested with all REI,
Quarry 2,Quarry02LowerLeft,Quarry03Upper,(Quarry02Right | Quarry02LowerRight) + dash_charge + (double_jump | high_jump | snow | moon | flower + (wall_grab | sword + dodge | grav) | dodge + (sword | axe) | STALL + grav | sword + wall_grab + dodge | wall_grab + (dodge | STALL) + REIBOLG),Unsure,"sword + pile_attack + dodge | sword + leg enhancement + dodge

leg enhancement might also work with wall_grab + STALL",Finished,yes tested with all REI,
Quarry 2,Quarry02LowerRight,Quarry04Upper,"Quarry02Right 
| Quarry02LowerLeft + dash_charge + (double_jump | high_jump | wall_grab | REIBOLG | RONIN | STALL + (grav | dodge))",Done,pile_attack alone lul,Finished,yes tested with all REI,
Quarry 2,Quarry02Right,Quarry01Left,"Quarry02LowerLeft + dash_charge + (double_jump | high_jump | WALL_DASH | RONIN | (dodge | grav) + (STALL | REIBOLG) | STALL + REIBOLG) | 
Quarry02LowerRight + (double_jump | high_jump | WALL_DASH | RONIN | STALL + (grav | dodge | REIBOLG))",Done,,Finished,yes tested with all REI,
Quarry 3,Quarry03Lower,Quarry07Upper,Quarry03Upper,Not Labbed,,N/A,,
Quarry 3,Quarry03Upper,Quarry02LowerLeft,Quarry03Lower + (double_jump | high_jump | wall_grab | RONIN | REIBOLG | STALL + (grav | dodge)),Done,"pile_attack alone lul
im sure beast / carapace would prob work too
leg enhancement didnt seem to help!",Finished,yes tested with all REI,
Quarry 4,Quarry04Left,Quarry07Right,None,Not Labbed,,N/A,,
Quarry 4,Quarry04Upper,Quarry02LowerRight,None,Not Labbed,,N/A,,
Quarry 5,Quarry05Lower,Quarry13Upper,None,Not Labbed,,N/A,,
Quarry 7,Quarry07Left,Quarry13Right,(Quarry07Upper | Quarry07Lower) + (RONIN | high_jump | double_jump | wall_grab + (REIBOLG + grav | dodge) | STALL + (wall_grab | grav | dodge)),Done,,Finished,"Im removing this from current transition logic.. it doesnt really add anything: (Quarry04Left + dash_charge)

yes tested with all REI",
Quarry 7,Quarry07Lower,Quarry15Upper,Quarry07Upper | Quarry07Left,Done,,Finished,Im removing this from current transition logic.. it doesnt really add anything: (Quarry04Left + dash_charge),
Quarry 7,Quarry07Right,Quarry04Left,"((Quarry07Left | Quarry07Lower) + (double_jump | high_jump | wall_grab + (STALL | dodge | REIBOLG + grav) | RONIN | STALL + (dodge | grav))
| Quarry07Upper) + dash_charge",Done,"Hard version - Upper does not need double_jump :)

jump into transition from 03Lower while charging charge, can single jump from frozen platform",Finished,yes tested with all REI,
Quarry 7,Quarry07Upper,Quarry03Lower,(Quarry07Left | Quarry07Lower) + (double_jump | high_jump | wall_grab + (STALL | dodge | REIBOLG + grav) | RONIN | STALL + (dodge | grav)),Done,,Finished,"Im removing this from current transition logic.. it doesnt really add anything: (Quarry04Left + dash_charge)

yes tested with all REI",
Quarry 8,Quarry08Left,Quarry10UpperRight,Quarry08Right,Not Labbed,,N/A,,
Quarry 8,Quarry08Right,Quarry13Left,Quarry08Left,Not Labbed,,N/A,,
Quarry 9,Quarry09Left,Quarry19LowerRight,Quarry09Right,Not Labbed,,N/A,,
Quarry 9,Quarry09Right,Quarry18LowerLeft,Quarry09Left,Not Labbed,,N/A,,
Quarry 10,Quarry10HiddenRight,Quarry11Left,"Quarry10UpperRight + (dodge | double_jump | high_jump | STALL | RONIN | REIBOLG + grav) 
| Quarry10Lower + (dodge | double_jump | high_jump | STALL | RONIN | wall_grab + REIBOLG + grav)",Done,"granade is very hard , requires near perfect timing :)",Finished,yes tested with all REI,
Quarry 10,Quarry10Lower,Quarry12Upper,Quarry10UpperRight | Quarry10HiddenRight,Not Labbed,,N/A,,
Quarry 10,Quarry10UpperRight,Quarry08Left,"Quarry10HiddenRight + (wall_grab + (dodge | wall_charge | REIBOLG + grav) | high_jump | double_jump | RONIN | STALL + (grav | dodge | wall_grab))
| Quarry10Lower + (wall_grab + (dodge | REIBOLG + grav) | high_jump | double_jump | RONIN | STALL + (grav | dodge | wall_grab))",Done,the only difference is a wall_charge option available from HiddenRight,Finished,yes tested with all REI,
Quarry 11,Quarry11Left,Quarry10HiddenRight,None,Not Labbed,,N/A,,
Quarry 12,Quarry12Left,Quarry21Right,Quarry12Right + dash_charge,Not Labbed,,N/A,,
Quarry 12,Quarry12Lower,Quarry18Upper,Quarry12Upper | ((Quarry12Left | Quarry12Right) + dash_charge),Not Labbed,,N/A,,
Quarry 12,Quarry12Right,Quarry20Left,Quarry12Left + dash_charge,Not Labbed,,N/A,,
Quarry 12,Quarry12Upper,Quarry10Lower,(Quarry12Lower | (Quarry12Left | Quarry12Right) + dash_charge) + (double_jump | high_jump | snow | moon | grav + (scythe | axe | sword + (dodge | REIBOLG | flower) | flower + REIBOLG) | axe + dodge + (flower | REIBOLG) | scythe + dodge + flower),Done,"STALL + grav + pile_attack

might have an extra option or two if the dash_charge walls are destroyed",Finished,yes tested with all REI,
Quarry 13,Quarry13Left,Quarry08Right,Quarry13Right | Quarry13Upper,Not Labbed,,N/A,,
Quarry 13,Quarry13Right,Quarry07Left,Quarry13Left | Quarry13Upper,Not Labbed,,N/A,,
Quarry 13,Quarry13Upper,Quarry05Lower,(Quarry13Left | Quarry13Right) + (high_jump | wall_grab + (axe | (scythe | sword) + grav | scythe + dodge | snow | moon | FLOWER2 | double_jump)),Done,,Finished,a little rushed - just updated with base wall_grab,
Quarry 14,Quarry14Right,Quarry23UpperLeft,Quarry14Upper ,Not Labbed,,N/A,,
Quarry 14,Quarry14Upper,Quarry21Lower,Quarry14Right + (double_jump | snow | moon | wall_grab + (wall_charge | dive + dodge + REIBOLG | flower | STALL + REIBOLG) | grav + (STALL | flower) | dodge + (flower + (scythe | sword) | axe) | axe + flower),Done,"lul this is silly, cant make it over the little island

underwater momentum dodge jump

pile_attack + dodge + flower

leg enhancement relic makes it over T.T",Finished,yes tested with all REI,
Quarry 15,Quarry15Left,Quarry22Right,"(Quarry15Upper + Quarry15Upper_Lever + (high_jump + (double_jump | dodge | WALL_DASH))) 
| (Quarry15LowerLeft | Quarry15LowerRight) + (double_jump + high_jump) ",In Progress,"Removing extra high_jump logic from all, unnecessary

split lowerRight out; it will always require wall_grab or high_jump minimum","(Quarry15Upper + Quarry15Upper_Lever) + (high_jump | WALL_DASH + double_jump) 
| Quarry15LowerLeft + (high_jump | WALL_DASH + double_jump) 
| Quarry15LowerRight + (high_jump | wall_grab + (wall_charge + double_jump | ) | )","wall_grab + (snow | double_jump + moon)
scythe + grav + double_jump + (moon + REIBOLG | snow | dodge) | axe + grav + double_jump + (dodge | (moon | snow) + REIBOLG) | sword + grav + double_jump + (dodge + RONIN | snow + REIBOLG)",(Quarry15LowerLeft | Quarry15LowerRight) + high_jump | (wall_grab + (double_jump + (MOON | SNOW | (STALL + grav))) | (grav + (MOON | SNOW) + STALL) | (grav + dodge + (AXE | SCYTHE))) | 
Quarry 15,Quarry15LowerLeft,Quarry24Upper,"(Quarry15Upper + Quarry15Upper_Lever) + (dodge | double_jump | WALL_DASH) 
| Quarry15LowerRight + (wall_grab | high_jump) 
| Quarry15Left + (wall_grab | high_jump | double_jump)",Not Labbed,,,,
Quarry 15,Quarry15LowerRight,Quarry31Upper,"Quarry15Upper + Quarry15Upper_Lever 
| (Quarry15Left | Quarry15LowerLeft) + (wall_grab | double_jump | high_jump) ",Not Labbed,,,,
Quarry 15,Quarry15Upper,Quarry07Lower,(Quarry15Left | Quarry15LowerLeft | Quarry15LowerRight) + (wall_grab + (double_jump | moon | snow | STALL | FLOWER2) | high_jump + (wall_grab + (dodge | flower | wall_charge) | snow | double_jump + (moon | STALL + grav | dodge + (STALL | FLOWER2)) | STALL + grav + (moon | dodge))),Done,Copied from locations logic,Finished,,
Quarry 16,Quarry16Right,Quarry18HiddenLeft,None,Not Labbed,,N/A,,
Quarry 17,Quarry17Right,Quarry21HiddenLeft,None,Not Labbed,,N/A,,
Quarry 18,Quarry18HiddenLeft,Quarry16Right,"Quarry18Upper + (double_jump + dodge | wall_grab | high_jump) 
| Quarry18LowerLeft + (high_jump | wall_grab + (dodge | double_jump | wall_charge))",Not Labbed,double_jump + sprint I think can make it from either,"Quarry18Upper + (double_jump + grav | RONIN | wall_grab | STALL + (grav | dodge) | high_jump) 
| Quarry18LowerLeft + (wall_grab + (STALL | dodge) | grav + (double_jump | axe | scythe))","Starting point from Items+Transitions

line 591 ref",
Quarry 18,Quarry18LowerLeft,Quarry09Right,Quarry18Upper | Quarry18HiddenLeft,Not Labbed,,N/A,,
Quarry 18,Quarry18Upper,Quarry12Lower,(Quarry18LowerLeft | Quarry18HiddenLeft) + (double_jump | high_jump),Not Labbed,,"Quarry18HiddenLeft + (double_jump | moon | snow | grav + STALL | high_jump | STALL + (FLOWER | grav) | WALL_DASH + (STALL | dodge)) 
| Quarry18LowerLeft + (double_jump | moon | snow | grav + (AXE | SCYTHE) | high_jump | WALL_DASH + (STALL | dodge))","Starting point from Items+Transitions

line 590 ref",
Quarry 19,Quarry19LowerRight,Quarry09Left,Quarry19UpperRight,Not Labbed,,N/A,,
Quarry 19,Quarry19UpperRight,Quarry23LowerLeft,Quarry19LowerRight + (double_jump | wall_grab | high_jump),Not Labbed,,Quarry19LowerRight + (high_jump | double_jump | RONIN | wall_grab | axe | scythe | sword + (grav | dodge)),"Starting point from Items+Transitions (assuming its a typo for UpperLeft?)

line 594 ref",
Quarry 20,Quarry20Left,Quarry12Right,Quarry20Right,Not Labbed,,N/A,,
Quarry 20,Quarry20Right,Quarry22Left,Quarry20Left,Not Labbed,,N/A,,
Quarry 21,Quarry21HiddenLeft,Quarry17Right,(Quarry21Right | Quarry21Lower) + (double_jump + dash_charge),Not Labbed,"Quarry21Right reqs simplified, just dash_charge sufficient","Quarry21Right + dash_charge 
| Quarry21Lower + dash_charge + (high_jump + (STALL | dodge | double_jump | RONIN) | double_jump | STALL + (grav | wall_grab + dodge))","Starting point from Items+Transitions

line 601 ref",
Quarry 21,Quarry21Lower,Quarry14Upper,Quarry21Right,Done,I removed Quarry17Right,,,
Quarry 21,Quarry21Right,Quarry12Left,Quarry21Lower + (high_jump + (dodge | double_jump | WALL_DASH) | double_jump + (dodge | WALL_DASH)),Not Labbed,"I removed Quarry17Right

can probably start with Lower item options",Quarry21Lower + (high_jump + (STALL | dodge | double_jump | RONIN)) | double_jump | (STALL + (grav | (wall_grab + dodge)))),"Starting point from Items+Transitions

line 602 ref",
Quarry 22,Quarry22Left,Quarry20Right,Quarry22Right ,Not Labbed,,N/A,,
Quarry 22,Quarry22Right,Quarry15Left,Quarry22Left,Not Labbed,,N/A,,
Quarry 23,Quarry23LowerLeft,Quarry19UpperRight,Quarry23UpperLeft,Not Labbed,,N/A,,
Quarry 23,Quarry23UpperLeft,Quarry14Right,Quarry23LowerLeft + (wall_grab + (dodge | wall_charge) | double_jump | high_jump),Not Labbed,,Quarry23LowerLeft + (double_jump | moon | snow | grav + STALL | high_jump | wall_grab | grav + (flower | scythe)),"Starting point from Items+Transitions

line 609 ref",
Quarry 24,Quarry24Upper,Quarry15LowerLeft,None,Not Labbed,,N/A,,
Quarry 31,Quarry31Right,Roots17Left,Quarry31Upper + EVT_ev_s_e6050_Master_Defeat,Not Labbed,,N/A,,
Quarry 31,Quarry31Upper,Quarry15LowerRight,Quarry31Right + EVT_ev_s_e6050_Master_Defeat + (wall_grab | high_jump),Done,,Might leave unchanged,,
Roots 1,Roots01Left,Roots04Right,None,Not Labbed,,N/A,,
Roots 2,Roots02Right,Roots03Left,None,Not Labbed,,N/A,,
Roots 3,Roots03Left,Roots02Right,Roots03Right + EVT_ev_n_LilyEvent_Forest_001 + EVT_ev_n_LilyEvent_Garden_001,Not Labbed,,N/A,,
Roots 3,Roots03Right,Roots24Left,Roots03Left,Not Labbed,,N/A,,
Roots 4,Roots04Left,Roots21Right,Roots04Right | Roots04Upper,Not Labbed,,N/A,,
Roots 4,Roots04Right,Roots01Left,Roots04Left | Roots04Upper,Not Labbed,,N/A,,
Roots 4,Roots04Upper,Roots20Lower,(Roots04Left | Roots04Right) + (wall_grab + (axe | (scythe | sword) + grav | scythe + dodge | snow | moon | FLOWER2 | double_jump) | high_jump),Done,"Using base wall_grab macro - there IS technically a sword + dodge in this location, but doesnt feel good",Finished,,
Roots 5,Roots05Right,Roots12LowerLeft,Roots05Upper,Not Labbed,,N/A,,
Roots 5,Roots05Upper,Roots09Lower,Roots05Right + high_jump,Not Labbed,,Roots05Right + (high_jump | wall_grab + (scythe + grav + double_jump + (RONIN | dodge) | axe + grav + (double_jump | dodge + (moon | SNOW))),"Many wall grab combinations to add

prob some grav-less options too 
(wall_grab + axe + double_jump + (snow | moon | dodge) confirmed)",
Roots 6,Roots06Lower,Roots07Upper,Roots06Right + pile_attack + (wall_grab | high_jump) + dash_charge,Not Labbed,,,,
Roots 6,Roots06Right,Sewer09Left,None,Not Labbed,,N/A,,
Roots 7,Roots07Right,Roots08Left,"(Roots11Right + dash_charge + double_jump) 
| (Roots07Upper + (double_jump | wall_grab | high_jump))",Not Labbed,,,,
Roots 7,Roots07Left,Roots11Right,(Roots07Right | Roots07Upper) + dash_charge,Not Labbed,,N/A,,
Roots 7,Roots07Upper,Roots06Lower,"(Roots11Right + dash_charge + double_jump + (wall_grab | high_jump)) 
| (Roots07Right + (high_jump | (double_jump + wall_grab)))",Not Labbed,,,,
Roots 8,Roots08Left,Roots07Right,None,Not Labbed,,N/A,,
Roots 9,Roots09Lower,Roots05Upper,None,Not Labbed,,N/A,,
Roots 9,Roots09Right,Roots12UpperLeft,"Roots09Lower + high_jump 
| Roots09Upper + dash_charge",Not Labbed,,,,
Roots 9,Roots09Upper,Roots10LowerLeft,"(Roots09Right + (high_jump | double_jump + wall_grab)
| Roots09Lower + high_jump) 
+ dash_charge",Not Labbed,,,,
Roots 10,Roots10LowerLeft,Roots09Upper,Roots10LowerRight + (high_jump | double_jump + wall_grab) + pile_attack,Not Labbed,,,,
Roots 10,Roots10LowerRight,Roots11HiddenUpper,None,Not Labbed,,N/A,,
Roots 11,Roots11HiddenUpper,Roots10LowerRight,"Roots11Right | Roots11Lower 
+ (high_jump | (double_jump + wall_grab)) ",Not Labbed,,,,
Roots 11,Roots11Lower,Roots12Upper,"(Roots11HiddenUpper | Roots11Right) 
+ Roots11Lower_Lever",Not Labbed,,N/A,,
Roots 11,Roots11Right,Roots07Left,"Roots11HiddenUpper + (dodge | high_jump | WALL_DASH | double_jump + wall_grab) 
| Roots11Lower + (high_jump | double_jump + wall_grab)",Not Labbed,,,,
Roots 12,Roots12LowerLeft,Roots05Right,(Roots12Upper | Roots12UpperLeft) + ((double_jump | high_jump) + WALL_DASH) + pile_attack,Not Labbed,,,,
Roots 12,Roots12Upper,Roots11Lower,Roots12UpperLeft + (high_jump | (double_jump + wall_grab)),Not Labbed,,,,
Roots 12,Roots12UpperLeft,Roots09Right,Roots12Upper,Not Labbed,,N/A,,
Roots 13,Roots13Lower,Roots20Upper,Roots13LowerLeft | Roots13UpperLeft | Roots13Right,Not Labbed,,N/A,,
Roots 13,Roots13LowerLeft,Roots14Right,Roots13UpperLeft | Roots13Lower | Roots13Right,Not Labbed,,N/A,,
Roots 13,Roots13Right,Roots23Left,"(Roots13Lower | Roots13LowerLeft) + (high_jump | double_jump + wall_grab)
| Roots13UpperLeft + (high_jump | wall_grab + (double_jump | wall_charge))",Not Labbed,,,,
Roots 13,Roots13UpperLeft,Roots16Right,"(Roots13Lower | Roots13LowerLeft) + (high_jump | double_jump + wall_grab)
| Roots13Right + (high_jump | wall_grab + (double_jump | wall_charge))",Not Labbed,,,,
Roots 14,Roots14Left,Roots15Right,Roots14Right + (wall_grab + (double_jump | dodge | wall_charge) | high_jump + (double_jump | dodge | WALL_DASH)),Not Labbed,,,,
Roots 14,Roots14Right,Roots13LowerLeft,Roots14Left + (wall_grab + double_jump | high_jump + (dodge | double_jump)),Not Labbed,,,,
Roots 15,Roots15Left,Roots18UpperRight,Roots15Right,Not Labbed,,N/A,,
Roots 15,Roots15Right,Roots14Left,Roots15Left + high_jump,Not Labbed,,,,
Roots 16,Roots16Left,Roots17Right,Roots16Right + (high_jump | wall_grab),Not Labbed,,,,
Roots 16,Roots16Right,Roots13UpperLeft,Roots16Left,Not Labbed,,N/A,,
Roots 17,Roots17Left,Quarry31Right,Roots17Right + (STALL + double_jump + (snow | dodge) | STALL + snow + dodge | double_jump + dodge + (snow | moon) | STALL + grav + (dodge + (moon | flower) | lazer + snow | double_jump + (lazer | moon | flower)) | hook + (dodge | double_jump | STALL | RONIN | lazer + grav)),Done,Using the item logic,Finished,,
Roots 17,Roots17Right,Roots16Left,"Roots17Left + (double_jump | dodge) 
+ hook",Not Labbed,,,,
Roots 18,Roots18LowerRight,Roots19Left,Roots18UpperRight,Not Labbed,,N/A,,
Roots 18,Roots18UpperRight,Roots15Left,Roots18LowerRight  + (high_jump | (dodge + double_jump)),Not Labbed,,,,
Roots 19,Roots19Left,Roots18LowerRight,Roots19Right,Not Labbed,,N/A,,
Roots 19,Roots19Right,Roots21Left,Roots19Left,Not Labbed,,N/A,,
Roots 20,Roots20Lower,Roots04Upper,Roots20Upper + Roots20Upper_Lever,Not Labbed,,N/A,,
Roots 20,Roots20Upper,Roots13Lower,Roots20Lower + wall_grab + (dodge | double_jump),Not Labbed,,,,
Roots 21,Roots21Left,Roots19Right,(Roots21Right | Roots21Lower) + (wall_grab + hook + (double_jump | dodge)),Not Labbed,,,,
Roots 21,Roots21Lower,Roots22Upper,"(Roots21Left + hook + dodge + double_jump + (wall_grab | high_jump)) 
| Roots21Right",Not Labbed,,,,
Roots 21,Roots21Right,Roots04Left,"(Roots21Lower + (WALL_DASH | dodge | double_jump)) 
| (Roots21Left + hook + dodge + double_jump + (wall_grab | high_jump)) ",Not Labbed,,,,
Roots 22,Roots22Upper,Roots21Lower,None,Not Labbed,,N/A,,
Roots 23,Roots23Left,Roots13Right,None,Not Labbed,,N/A,,
Roots 24,Roots24HiddenLeft,Roots30Right,"(Roots24Left | Roots24LowerLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24UpperRight) 
+ (high_jump + (dodge | double_jump) | dive + double_jump) + WALL_DASH ",Not Labbed,,,,
Roots 24,Roots24Left,Roots03Right,"(Roots24HiddenLeft 
| ((Roots24LowerLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24UpperRight) + (wall_grab | dodge | double_jump)) 
+ dive)",Not Labbed,,,,
Roots 24,Roots24LowerLeft,Roots29Upper,"((Roots24Left | Roots24HiddenLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24UpperRight) 
+ (dodge | wall_grab | double_jump) 
+ dive)",Not Labbed,,,,
Roots 24,Roots24LowerRight,Roots26Upper,"(Roots24UpperRight 
| (Roots24Left | Roots24HiddenLeft | Roots24Right | Roots24UpperLeft | Roots24LowerLeft) 
+ (dodge | wall_grab | double_jump) 
+ dive)",Not Labbed,,,,
Roots 24,Roots24Right,Roots25Left,"((Roots24UpperRight | Roots24LowerRight)
| (Roots24Left | Roots24HiddenLeft | Roots24UpperLeft | Roots24LowerLeft) 
+ (dodge | wall_grab | double_jump) 
+ dive)",Not Labbed,,,,
Roots 24,Roots24UpperLeft,Roots28Lower,"((Roots24Left | Roots24HiddenLeft | Roots24LowerRight | Roots24Right | Roots24LowerLeft | Roots24UpperRight) 
+ (dodge | wall_grab | double_jump) 
+ dive)",Not Labbed,,,,
Roots 24,Roots24UpperRight,Roots27Lower,"((Roots24Left | Roots24HiddenLeft | Roots24LowerRight | Roots24Right | Roots24UpperLeft | Roots24LowerLeft) 
+ (dodge | wall_grab | double_jump) 
+ dive)",Not Labbed,,,,
Roots 25,Roots25Left,Roots24Right,Roots25Right + dive + (heal | assist_012 | assist_001),Not Labbed,,N/A,,
Roots 25,Roots25Right,Swamp10Left,Roots25Left + dive,Not Labbed,,N/A,,
Roots 26,Roots26Upper,Roots24LowerRight,None,Not Labbed,,N/A,,
Roots 27,Roots27Lower,Roots24UpperRight,None,Not Labbed,,N/A,,
Roots 28,Roots28Lower,Roots24UpperLeft,None,Not Labbed,,N/A,,
Roots 29,Roots29Upper,Roots24LowerLeft,None,Not Labbed,,N/A,,
Roots 30,Roots30Right,Roots24HiddenLeft,None,Not Labbed,,N/A,,
Ruins 1,Ruins01Left,Ruins15Right,Ruins01Right,Not Labbed,,N/A,,
Ruins 1,Ruins01Right,Ruins02UpperLeft,Ruins01Left,Not Labbed,,N/A,,
Ruins 2,Ruins02LowerLeft,Ruins07UpperRight,(Ruins02LowerRight | Ruins02UpperLeft | Ruins02UpperRight) + Ruins07UpperRight_Lever,Not Labbed,,N/A,,
Ruins 2,Ruins02LowerRight,Ruins03Left,Ruins02LowerLeft | Ruins02UpperLeft | Ruins02UpperRight,Not Labbed,,N/A,,
Ruins 2,Ruins02UpperLeft,Ruins01Right,Ruins02LowerLeft | Ruins02LowerRight | Ruins02UpperRight,Not Labbed,,N/A,,
Ruins 2,Ruins02UpperRight,Ruins09Left,Ruins02LowerLeft | Ruins02LowerRight | Ruins02UpperLeft,Not Labbed,,N/A,,
Ruins 3,Ruins03Left,Ruins02LowerRight,Ruins03Right,Not Labbed,,N/A,,
Ruins 3,Ruins03Right,Ruins04UpperLeft,Ruins03Left,Not Labbed,,N/A,,
